Height,Weight,Chest,Waist,Hip
138,54,96.7062,77.60130000000001,99.2012
138,55,97.5046,78.2619,99.8
138,56,98.303,78.92250000000001,100.3988
138,57,99.0016,79.5831,101.0974
138,58,99.8,80.2437,101.6962
138,59,100.5984,80.9043,102.295
138,60,101.297,81.5649,102.8938
138,61,102.0954,82.22550000000001,103.5924
138,62,102.8938,82.8861,104.1912
138,63,103.5924,83.5467,104.79
138,64,104.3908,84.2073,105.4886
138,65,105.1892,84.8679,106.0874
138,66,105.8878,85.52850000000001,106.6862
138,67,106.6862,86.1891,107.285
138,68,107.4846,86.84970000000001,107.9836
137,40,93.5126,68.57060000000001,87.325
137,41,94.2112,69.2312,87.824
137,42,94.81,69.8918,88.2232
137,43,95.5086,70.5524,88.7222
137,44,96.1074,71.21300000000001,89.1214
137,45,96.806,71.87360000000001,89.6204
137,46,97.4048,72.5342,90.1194
137,47,98.1034,73.1948,90.5186
137,48,98.802,73.8554,91.0176
137,49,99.4008,74.516,91.5166
137,50,100.0994,75.17660000000001,91.9158
137,51,100.6982,75.8372,92.4148
137,52,101.3968,76.49780000000001,92.814
137,53,101.9956,77.1584,93.313
137,54,102.6942,77.819,93.812
137,55,103.293,78.4796,94.2112
137,56,103.9916,79.14020000000001,94.7102
137,57,104.5904,79.80080000000001,95.1094
137,58,105.289,80.4614,95.6084
137,59,105.9876,81.12200000000001,96.1074
137,60,106.5864,81.7826,96.5066
137,61,107.285,82.4432,97.0056
137,62,107.8838,83.1038,97.5046
137,63,108.5824,83.7644,97.9038
137,64,109.1812,84.42500000000001,98.4028
137,65,109.8798,85.0856,98.802
137,66,110.4786,85.7462,99.301
137,67,111.1772,86.4068,99.8
137,68,111.776,87.0674,100.1992
137,69,112.4746,87.72800000000001,100.6982
137,70,113.0734,88.3886,101.1972
137,71,113.772,89.04920000000001,101.5964
137,72,114.4706,89.7098,102.0954
137,73,115.0694,90.3704,102.4946
137,74,115.768,91.031,102.9936
137,75,116.3668,91.6916,103.4926
137,76,117.0654,92.35220000000001,103.8918
137,77,117.6642,93.0128,104.3908
137,78,118.3628,93.6734,104.8898
137,79,118.9616,94.334,105.289
137,80,119.6602,94.9946,105.788
137,81,120.259,95.65520000000001,106.1872
137,82,120.9576,96.3158,106.6862
137,83,121.6562,96.97640000000001,107.1852
137,84,122.255,97.637,107.5844
137,85,122.9536,98.2976,108.0834
137,86,123.5524,98.9582,108.5824
137,87,124.251,99.6188,108.9816
137,88,124.8498,100.27940000000001,109.4806
137,89,125.5484,100.94,109.8798
137,90,126.1472,101.6006,110.3788
137,91,126.8458,102.2612,110.8778
137,92,127.5444,102.9218,111.277
137,93,128.1432,103.5824,111.776
137,94,128.8418,104.243,112.275
137,95,129.4406,104.90360000000001,112.6742
137,96,130.1392,105.5642,113.1732
137,97,130.738,106.2248,113.5724
137,98,131.4366,106.8854,114.0714
137,99,132.0354,107.546,114.5704
137,100,132.734,108.20660000000001,114.9696
137,101,133.4326,108.8672,115.4686
137,102,134.0314,109.5278,115.8678
137,103,134.73,110.1884,116.3668
137,104,135.3288,110.849,116.8658
137,105,136.0274,111.5096,117.265
137,106,136.6262,112.17020000000001,117.764
137,107,137.3248,112.8308,118.263
137,108,137.9236,113.4914,118.6622
137,109,138.6222,114.152,119.1612
137,110,139.221,114.8126,119.5604
137,111,139.9196,115.4732,120.0594
137,112,140.5184,116.13380000000001,120.5584
137,113,141.217,116.7944,120.9576
137,114,141.9156,117.455,121.4566
137,115,142.5144,118.1156,121.9556
137,116,143.213,118.7762,122.3548
137,117,143.8118,119.4368,122.8538
137,118,144.5104,120.09740000000001,123.253
137,119,145.1092,120.758,123.752
137,120,145.8078,121.4186,124.251
137,121,146.4066,122.0792,124.6502
137,122,147.1052,122.7398,125.1492
137,123,147.8038,123.4004,125.5484
137,124,148.4026,124.061,126.0474
137,125,149.1012,124.7216,126.5464
137,126,149.7,125.3822,126.9456
137,127,150.3986,126.0428,127.4446
137,128,150.9974,126.7034,127.9436
137,129,151.696,127.364,128.3428
137,130,152.2948,128.02460000000002,128.8418
137,131,152.9934,128.6852,129.3408
137,132,153.5922,129.3458,129.74
137,133,154.2908,130.00639999999999,130.239
137,134,154.9894,130.667,130.6382
137,135,155.5882,131.32760000000002,131.1372
137,136,156.2868,131.9882,131.6362
137,137,156.8856,132.6488,132.0354
137,138,157.5842,133.30939999999998,132.5344
137,139,158.183,133.97,132.9336
137,140,158.8816,134.63060000000002,133.4326
137,141,159.4804,135.2912,133.9316
137,142,160.179,135.9518,134.3308
137,143,160.7778,136.6124,134.8298
137,144,161.4764,137.273,135.3288
137,145,162.0752,137.9336,135.728
137,146,162.7738,138.5942,136.227
137,147,163.4724,139.2548,136.6262
137,148,164.0712,139.9154,137.1252
137,149,164.7698,140.57600000000002,137.6242
137,150,165.3686,141.2366,138.0234
138,40,93.1134,68.3529,87.2252
138,41,93.812,69.01350000000001,87.7242
138,42,94.4108,69.67410000000001,88.1234
138,43,95.1094,70.3347,88.6224
138,44,95.808,70.9953,89.1214
138,45,96.4068,71.6559,89.5206
138,46,97.1054,72.3165,90.0196
138,47,97.7042,72.97710000000001,90.4188
138,48,98.4028,73.6377,90.9178
138,49,99.0016,74.29830000000001,91.4168
138,50,99.7002,74.9589,91.816
138,51,100.299,75.6195,92.315
138,52,100.9976,76.2801,92.814
138,53,101.5964,76.9407,93.2132
138,54,102.295,77.60130000000001,93.7122
138,55,102.9936,78.2619,94.1114
138,56,103.5924,78.92250000000001,94.6104
138,57,104.291,79.5831,95.1094
138,58,104.8898,80.2437,95.5086
138,59,105.5884,80.9043,96.0076
138,60,106.1872,81.5649,96.5066
138,61,106.8858,82.22550000000001,96.9058
138,62,107.4846,82.8861,97.4048
138,63,108.1832,83.5467,97.804
138,64,108.782,84.2073,98.303
138,65,109.4806,84.8679,98.802
138,66,110.0794,85.52850000000001,99.2012
138,67,110.778,86.1891,99.7002
138,68,111.4766,86.84970000000001,100.0994
138,69,112.0754,87.5103,100.5984
138,70,112.774,88.1709,101.0974
138,71,113.3728,88.8315,101.4966
138,72,114.0714,89.4921,101.9956
138,73,114.6702,90.15270000000001,102.4946
138,74,115.3688,90.8133,102.8938
138,75,115.9676,91.4739,103.3928
138,76,116.6662,92.1345,103.792
138,77,117.265,92.7951,104.291
138,78,117.9636,93.45570000000001,104.79
138,79,118.6622,94.1163,105.1892
138,80,119.261,94.77690000000001,105.6882
138,81,119.9596,95.4375,106.1872
138,82,120.5584,96.0981,106.5864
138,83,121.257,96.7587,107.0854
138,84,121.8558,97.41929999999999,107.4846
138,85,122.5544,98.07990000000001,107.9836
138,86,123.1532,98.7405,108.4826
138,87,123.8518,99.4011,108.8818
138,88,124.5504,100.0617,109.3808
138,89,125.1492,100.7223,109.78
138,90,125.8478,101.3829,110.279
138,91,126.4466,102.0435,110.778
138,92,127.1452,102.70410000000001,111.1772
138,93,127.744,103.3647,111.6762
138,94,128.4426,104.0253,112.1752
138,95,129.0414,104.6859,112.5744
138,96,129.74,105.34649999999999,113.0734
138,97,130.4386,106.00710000000001,113.5724
138,98,131.0374,106.6677,113.9716
138,99,131.736,107.32830000000001,114.4706
138,100,132.3348,107.9889,114.8698
138,101,133.0334,108.64949999999999,115.3688
138,102,133.6322,109.3101,115.8678
138,103,134.3308,109.9707,116.267
138,104,134.9296,110.63130000000001,116.766
138,105,135.6282,111.2919,117.265
138,106,136.227,111.95250000000001,117.6642
138,107,136.9256,112.6131,118.1632
138,108,137.5244,113.27369999999999,118.5624
138,109,138.223,113.93430000000001,119.0614
138,110,138.9216,114.5949,119.5604
138,111,139.5204,115.25550000000001,119.9596
138,112,140.219,115.9161,120.4586
138,113,140.8178,116.57669999999999,120.8578
138,114,141.5164,117.2373,121.3568
138,115,142.1152,117.89789999999999,121.8558
138,116,142.8138,118.55850000000001,122.255
138,117,143.4126,119.2191,122.754
138,118,144.1112,119.87970000000001,123.253
138,119,144.8098,120.5403,123.6522
138,120,145.4086,121.20089999999999,124.1512
138,121,146.1072,121.8615,124.5504
138,122,146.706,122.5221,125.0494
138,123,147.4046,123.18270000000001,125.5484
138,124,148.0034,123.8433,125.9476
138,125,148.702,124.50389999999999,126.4466
138,126,149.3008,125.1645,126.9456
138,127,149.9994,125.82509999999999,127.3448
138,128,150.5982,126.48570000000001,127.8438
138,129,151.2968,127.1463,128.243
138,130,151.9954,127.80690000000001,128.742
138,131,152.5942,128.4675,129.241
138,132,153.2928,129.1281,129.6402
138,133,153.8916,129.7887,130.1392
138,134,154.5902,130.4493,130.5384
138,135,155.189,131.1099,131.0374
138,136,155.8876,131.7705,131.5364
138,137,156.4864,132.43110000000001,131.9356
138,138,157.185,133.0917,132.4346
138,139,157.7838,133.7523,132.9336
138,140,158.4824,134.4129,133.3328
138,141,159.0812,135.0735,133.8318
138,142,159.7798,135.7341,134.231
138,143,160.4784,136.3947,134.73
138,144,161.0772,137.0553,135.229
138,145,161.7758,137.71589999999998,135.6282
138,146,162.3746,138.37650000000002,136.1272
138,147,163.0732,139.0371,136.5264
138,148,163.672,139.6977,137.0254
138,149,164.3706,140.35829999999999,137.5244
138,150,164.9694,141.01889999999997,137.9236
139,40,92.814,68.1352,87.1254
139,41,93.4128,68.7958,87.6244
139,42,94.1114,69.4564,88.1234
139,43,94.7102,70.117,88.5226
139,44,95.4088,70.7776,89.0216
139,45,96.0076,71.4382,89.4208
139,46,96.7062,72.09880000000001,89.9198
139,47,97.305,72.7594,90.4188
139,48,98.0036,73.42,90.818
139,49,98.6024,74.0806,91.317
139,50,99.301,74.7412,91.7162
139,51,99.9996,75.40180000000001,92.2152
139,52,100.5984,76.0624,92.7142
139,53,101.297,76.72300000000001,93.1134
139,54,101.8958,77.3836,93.6124
139,55,102.5944,78.0442,94.1114
139,56,103.1932,78.7048,94.5106
139,57,103.8918,79.3654,95.0096
139,58,104.4906,80.02600000000001,95.4088
139,59,105.1892,80.6866,95.9078
139,60,105.788,81.3472,96.4068
139,61,106.4866,82.0078,96.806
139,62,107.0854,82.6684,97.305
139,63,107.784,83.32900000000001,97.804
139,64,108.4826,83.9896,98.2032
139,65,109.0814,84.65020000000001,98.7022
139,66,109.78,85.3108,99.1014
139,67,110.3788,85.9714,99.6004
139,68,111.0774,86.632,100.0994
139,69,111.6762,87.2926,100.4986
139,70,112.3748,87.95320000000001,100.9976
139,71,112.9736,88.6138,101.4966
139,72,113.6722,89.2744,101.8958
139,73,114.271,89.935,102.3948
139,74,114.9696,90.5956,102.794
139,75,115.6682,91.2562,103.293
139,76,116.267,91.9168,103.792
139,77,116.9656,92.57740000000001,104.1912
139,78,117.5644,93.238,104.6902
139,79,118.263,93.8986,105.0894
139,80,118.8618,94.5592,105.5884
139,81,119.5604,95.21979999999999,106.0874
139,82,120.1592,95.88040000000001,106.4866
139,83,120.8578,96.541,106.9856
139,84,121.5564,97.2016,107.4846
139,85,122.1552,97.8622,107.8838
139,86,122.8538,98.5228,108.3828
139,87,123.4526,99.1834,108.782
139,88,124.1512,99.844,109.281
139,89,124.75,100.50460000000001,109.78
139,90,125.4486,101.1652,110.1792
139,91,126.0474,101.8258,110.6782
139,92,126.746,102.4864,111.0774
139,93,127.4446,103.14699999999999,111.5764
139,94,128.0434,103.80760000000001,112.0754
139,95,128.6422,104.4682,112.4746
139,96,129.3408,105.1288,112.9736
139,97,130.0394,105.7894,113.4726
139,98,130.6382,106.45,113.8718
139,99,131.3368,107.1106,114.3708
139,100,131.9356,107.77120000000001,114.77
139,101,132.6342,108.4318,115.269
139,102,133.233,109.0924,115.768
139,103,133.9316,109.753,116.1672
139,104,134.5304,110.4136,116.6662
139,105,135.229,111.0742,117.1652
139,106,135.9276,111.7348,117.5644
139,107,136.5264,112.3954,118.0634
139,108,137.225,113.056,118.5624
139,109,137.8238,113.7166,118.9616
139,110,138.5224,114.3772,119.4606
139,111,139.1212,115.0378,119.8598
139,112,139.8198,115.6984,120.3588
139,113,140.4186,116.359,120.8578
139,114,141.1172,117.0196,121.257
139,115,141.8158,117.6802,121.756
139,116,142.4146,118.3408,122.1552
139,117,143.1132,119.0014,122.6542
139,118,143.712,119.662,123.1532
139,119,144.4106,120.3226,123.5524
139,120,145.0094,120.9832,124.0514
139,121,145.708,121.6438,124.5504
139,122,146.3068,122.3044,124.9496
139,123,147.0054,122.965,125.4486
139,124,147.6042,123.6256,125.8478
139,125,148.3028,124.2862,126.3468
139,126,149.0014,124.9468,126.8458
139,127,149.6002,125.6074,127.245
139,128,150.2988,126.268,127.744
139,129,150.8976,126.9286,128.1432
139,130,151.5962,127.5892,128.6422
139,131,152.195,128.2498,129.1412
139,132,152.8936,128.91039999999998,129.5404
139,133,153.4924,129.571,130.0394
139,134,154.191,130.23160000000001,130.5384
139,135,154.7898,130.8922,130.9376
139,136,155.4884,131.5528,131.4366
139,137,156.0872,132.2134,131.9356
139,138,156.7858,132.874,132.3348
139,139,157.4844,133.5346,132.8338
139,140,158.0832,134.1952,133.233
139,141,158.7818,134.8558,133.732
139,142,159.3806,135.5164,134.231
139,143,160.0792,136.17700000000002,134.6302
139,144,160.678,136.8376,135.1292
139,145,161.3766,137.4982,135.5284
139,146,161.9754,138.15879999999999,136.0274
139,147,162.674,138.8194,136.5264
139,148,163.3726,139.48000000000002,136.9256
139,149,163.9714,140.1406,137.4246
139,150,164.67,140.8012,137.9236
140,40,92.4148,67.9175,87.0256
140,41,93.0136,68.5781,87.5246
140,42,93.7122,69.2387,88.0236
140,43,94.311,69.89930000000001,88.4228
140,44,95.0096,70.5599,88.9218
140,45,95.6084,71.2205,89.321
140,46,96.307,71.8811,89.82
140,47,97.0056,72.5417,90.319
140,48,97.6044,73.20230000000001,90.7182
140,49,98.303,73.8629,91.2172
140,50,98.9018,74.52350000000001,91.7162
140,51,99.6004,75.1841,92.1154
140,52,100.1992,75.8447,92.6144
140,53,100.8978,76.5053,93.1134
140,54,101.4966,77.1659,93.5126
140,55,102.1952,77.82650000000001,94.0116
140,56,102.794,78.4871,94.4108
140,57,103.4926,79.1477,94.9098
140,58,104.0914,79.8083,95.4088
140,59,104.79,80.4689,95.808
140,60,105.4886,81.12950000000001,96.307
140,61,106.0874,81.7901,96.7062
140,62,106.786,82.45070000000001,97.2052
140,63,107.3848,83.1113,97.7042
140,64,108.0834,83.7719,98.1034
140,65,108.6822,84.4325,98.6024
140,66,109.3808,85.09309999999999,99.1014
140,67,109.9796,85.75370000000001,99.5006
140,68,110.6782,86.4143,99.9996
140,69,111.277,87.0749,100.3988
140,70,111.9756,87.7355,100.8978
140,71,112.6742,88.3961,101.3968
140,72,113.273,89.0567,101.796
140,73,113.9716,89.7173,102.295
140,74,114.5704,90.37790000000001,102.794
140,75,115.269,91.0385,103.1932
140,76,115.8678,91.6991,103.6922
140,77,116.5664,92.3597,104.0914
140,78,117.1652,93.02029999999999,104.5904
140,79,117.8638,93.68090000000001,105.0894
140,80,118.5624,94.3415,105.4886
140,81,119.1612,95.0021,105.9876
140,82,119.8598,95.6627,106.4866
140,83,120.4586,96.3233,106.8858
140,84,121.1572,96.9839,107.3848
140,85,121.756,97.6445,107.784
140,86,122.4546,98.30510000000001,108.283
140,87,123.0534,98.9657,108.782
140,88,123.752,99.6263,109.1812
140,89,124.3508,100.2869,109.6802
140,90,125.0494,100.94749999999999,110.0794
140,91,125.748,101.60810000000001,110.5784
140,92,126.3468,102.2687,111.0774
140,93,127.0454,102.9293,111.4766
140,94,127.6442,103.5899,111.9756
140,95,128.3428,104.2505,112.4746
140,96,128.9416,104.9111,112.8738
140,97,129.6402,105.57169999999999,113.3728
140,98,130.239,106.23230000000001,113.772
140,99,130.9376,106.8929,114.271
140,100,131.5364,107.55350000000001,114.77
140,101,132.235,108.2141,115.1692
140,102,132.9336,108.87469999999999,115.6682
140,103,133.5324,109.5353,116.0674
140,104,134.231,110.1959,116.5664
140,105,134.8298,110.85650000000001,117.0654
140,106,135.5284,111.5171,117.4646
140,107,136.1272,112.17769999999999,117.9636
140,108,136.8258,112.8383,118.4626
140,109,137.4246,113.49889999999999,118.8618
140,110,138.1232,114.15950000000001,119.3608
140,111,138.8218,114.8201,119.76
140,112,139.4206,115.48070000000001,120.259
140,113,140.1192,116.1413,120.758
140,114,140.718,116.80189999999999,121.1572
140,115,141.4166,117.4625,121.6562
140,116,142.0154,118.1231,122.1552
140,117,142.714,118.78370000000001,122.5544
140,118,143.3128,119.4443,123.0534
140,119,144.0114,120.10489999999999,123.4526
140,120,144.6102,120.7655,123.9516
140,121,145.3088,121.42609999999999,124.4506
140,122,146.0074,122.08670000000001,124.8498
140,123,146.6062,122.7473,125.3488
140,124,147.3048,123.40790000000001,125.748
140,125,147.9036,124.0685,126.247
140,126,148.6022,124.72909999999999,126.746
140,127,149.201,125.3897,127.1452
140,128,149.8996,126.0503,127.6442
140,129,150.4984,126.71090000000001,128.1432
140,130,151.197,127.3715,128.5424
140,131,151.7958,128.0321,129.0414
140,132,152.4944,128.6927,129.5404
140,133,153.0932,129.3533,129.9396
140,134,153.7918,130.0139,130.4386
140,135,154.4904,130.6745,130.8378
140,136,155.0892,131.3351,131.3368
140,137,155.7878,131.9957,131.8358
140,138,156.3866,132.6563,132.235
140,139,157.0852,133.3169,132.734
140,140,157.684,133.9775,133.1332
140,141,158.3826,134.6381,133.6322
140,142,158.9814,135.2987,134.1312
140,143,159.68,135.9593,134.5304
140,144,160.3786,136.61989999999997,135.0294
140,145,160.9774,137.28050000000002,135.5284
140,146,161.676,137.9411,135.9276
140,147,162.2748,138.6017,136.4266
140,148,162.9734,139.26229999999998,136.8258
140,149,163.5722,139.92290000000003,137.3248
140,150,164.2708,140.58350000000002,137.8238
141,40,92.0156,67.69980000000001,87.0256
141,41,92.6144,68.3604,87.4248
141,42,93.313,69.021,87.9238
141,43,94.0116,69.6816,88.323
141,44,94.6104,70.3422,88.822
141,45,95.309,71.00280000000001,89.321
141,46,95.9078,71.6634,89.7202
141,47,96.6064,72.324,90.2192
141,48,97.2052,72.9846,90.6184
141,49,97.9038,73.6452,91.1174
141,50,98.5026,74.3058,91.6164
141,51,99.2012,74.9664,92.0156
141,52,99.8,75.62700000000001,92.5146
141,53,100.4986,76.2876,93.0136
141,54,101.0974,76.9482,93.4128
141,55,101.796,77.6088,93.9118
141,56,102.4946,78.2694,94.311
141,57,103.0934,78.93,94.81
141,58,103.792,79.5906,95.309
141,59,104.3908,80.25120000000001,95.7082
141,60,105.0894,80.9118,96.2072
141,61,105.6882,81.5724,96.7062
141,62,106.3868,82.233,97.1054
141,63,106.9856,82.89359999999999,97.6044
141,64,107.6842,83.55420000000001,98.0036
141,65,108.283,84.2148,98.5026
141,66,108.9816,84.8754,99.0016
141,67,109.6802,85.536,99.4008
141,68,110.279,86.1966,99.8998
141,69,110.9776,86.8572,100.299
141,70,111.5764,87.5178,100.798
141,71,112.275,88.17840000000001,101.297
141,72,112.8738,88.839,101.6962
141,73,113.5724,89.4996,102.1952
141,74,114.1712,90.1602,102.6942
141,75,114.8698,90.82079999999999,103.0934
141,76,115.5684,91.48140000000001,103.5924
141,77,116.1672,92.142,104.0914
141,78,116.8658,92.8026,104.4906
141,79,117.4646,93.4632,104.9896
141,80,118.1632,94.1238,105.3888
141,81,118.762,94.7844,105.8878
141,82,119.4606,95.445,106.3868
141,83,120.0594,96.10560000000001,106.786
141,84,120.758,96.7662,107.285
141,85,121.3568,97.4268,107.784
141,86,122.0554,98.0874,108.1832
141,87,122.754,98.74799999999999,108.6822
141,88,123.3528,99.4086,109.0814
141,89,124.0514,100.0692,109.5804
141,90,124.6502,100.7298,110.0794
141,91,125.3488,101.3904,110.4786
141,92,125.9476,102.051,110.9776
141,93,126.6462,102.7116,111.3768
141,94,127.245,103.37219999999999,111.8758
141,95,127.9436,104.03280000000001,112.3748
141,96,128.5424,104.6934,112.774
141,97,129.241,105.354,113.273
141,98,129.9396,106.0146,113.772
141,99,130.5384,106.6752,114.1712
141,100,131.237,107.3358,114.6702
141,101,131.8358,107.9964,115.0694
141,102,132.5344,108.657,115.5684
141,103,133.1332,109.3176,116.0674
141,104,133.8318,109.9782,116.4666
141,105,134.4306,110.6388,116.9656
141,106,135.1292,111.2994,117.4646
141,107,135.8278,111.96,117.8638
141,108,136.4266,112.6206,118.3628
141,109,137.1252,113.2812,118.762
141,110,137.724,113.9418,119.261
141,111,138.4226,114.6024,119.76
141,112,139.0214,115.263,120.1592
141,113,139.72,115.9236,120.6582
141,114,140.3188,116.5842,121.0574
141,115,141.0174,117.2448,121.5564
141,116,141.6162,117.9054,122.0554
141,117,142.3148,118.566,122.4546
141,118,143.0134,119.2266,122.9536
141,119,143.6122,119.88719999999999,123.4526
141,120,144.3108,120.5478,123.8518
141,121,144.9096,121.2084,124.3508
141,122,145.6082,121.869,124.75
141,123,146.207,122.5296,125.249
141,124,146.9056,123.1902,125.748
141,125,147.5044,123.85079999999999,126.1472
141,126,148.203,124.5114,126.6462
141,127,148.8018,125.172,127.0454
141,128,149.5004,125.8326,127.5444
141,129,150.0992,126.4932,128.0434
141,130,150.7978,127.1538,128.4426
141,131,151.4964,127.8144,128.9416
141,132,152.0952,128.475,129.4406
141,133,152.7938,129.1356,129.8398
141,134,153.3926,129.7962,130.3388
141,135,154.0912,130.4568,130.8378
141,136,154.69,131.1174,131.237
141,137,155.3886,131.77800000000002,131.736
141,138,155.9874,132.4386,132.1352
141,139,156.686,133.0992,132.6342
141,140,157.3846,133.75979999999998,133.1332
141,141,157.9834,134.4204,133.5324
141,142,158.682,135.08100000000002,134.0314
141,143,159.2808,135.7416,134.5304
141,144,159.9794,136.4022,134.9296
141,145,160.5782,137.06279999999998,135.4286
141,146,161.2768,137.7234,135.8278
141,147,161.8756,138.38400000000001,136.3268
141,148,162.5742,139.0446,136.8258
141,149,163.2728,139.7052,137.225
141,150,163.8716,140.36579999999998,137.724
142,40,91.6164,67.4821,86.9258
142,41,92.315,68.1427,87.325
142,42,92.9138,68.80330000000001,87.824
142,43,93.6124,69.46390000000001,88.323
142,44,94.2112,70.12450000000001,88.7222
142,45,94.9098,70.7851,89.2212
142,46,95.5086,71.4457,89.6204
142,47,96.2072,72.1063,90.1194
142,48,96.806,72.7669,90.6184
142,49,97.5046,73.42750000000001,91.0176
142,50,98.1034,74.08810000000001,91.5166
142,51,98.802,74.7487,92.0156
142,52,99.5006,75.4093,92.4148
142,53,100.0994,76.0699,92.9138
142,54,100.798,76.7305,93.313
142,55,101.3968,77.39110000000001,93.812
142,56,102.0954,78.05170000000001,94.311
142,57,102.6942,78.7123,94.7102
142,58,103.3928,79.3729,95.2092
142,59,103.9916,80.0335,95.6084
142,60,104.6902,80.6941,96.1074
142,61,105.289,81.35470000000001,96.6064
142,62,105.9876,82.01530000000001,97.0056
142,63,106.6862,82.6759,97.5046
142,64,107.285,83.3365,98.0036
142,65,107.9836,83.9971,98.4028
142,66,108.5824,84.6577,98.9018
142,67,109.281,85.31830000000001,99.301
142,68,109.8798,85.97890000000001,99.8
