Height,Weight,Chest,Waist,Hip,Inseam
137,120,147.6042,131.9583,140.718,29.1
137,121,148.4026,132.7108,141.3168,29.1
137,122,149.1012,133.4633,142.0154,29.1
137,123,149.8996,134.2158,142.6142,29.1
137,124,150.698,134.9683,143.213,29.2
137,125,151.3966,135.7208,143.8118,29.2
137,126,152.195,136.4733,144.5104,29.2
137,127,152.9934,137.2258,145.1092,29.2
137,128,153.7918,137.9783,145.708,29.2
137,129,154.4904,138.7308,146.4066,29.2
137,130,155.2888,139.48329999999999,147.0054,29.3
137,131,155.9874,140.23579999999998,147.6042,29.3
137,132,156.7858,140.9883,148.203,29.3
137,133,157.5842,141.7408,148.9016,29.3
137,134,158.3826,142.4933,149.5004,29.3
137,135,159.0812,143.2458,150.0992,29.3
137,136,159.8796,143.9983,150.7978,29.4
137,137,160.5782,144.7508,151.3966,29.4
137,138,161.3766,145.5033,151.9954,29.4
137,139,162.175,146.2558,152.5942,29.4
137,140,162.9734,147.0083,153.2928,29.4
137,141,163.672,147.7608,153.8916,29.4
137,142,164.4704,148.5133,154.4904,29.4
137,143,165.2688,149.26579999999998,155.0892,29.5
137,144,165.9674,150.01829999999998,155.7878,29.5
137,145,166.7658,150.7708,156.3866,29.5
137,146,167.4644,151.5233,156.9854,29.5
137,147,168.2628,152.2758,157.684,29.5
137,148,169.0612,153.0283,158.2828,29.5
137,149,169.8596,153.7808,158.8816,29.6
137,150,170.5582,154.5333,159.4804,29.6
138,40,86.0276,71.3433,90.4188,28
138,41,86.826,72.0958,91.0176,28
138,42,87.5246,72.8483,91.6164,28
138,43,88.323,73.60079999999999,92.315,28.1
138,44,89.1214,74.3533,92.9138,28.1
138,45,89.82,75.1058,93.5126,28.1
138,46,90.6184,75.8583,94.1114,28.1
138,47,91.317,76.61080000000001,94.81,28.1
138,48,92.1154,77.36330000000001,95.4088,28.1
138,49,92.9138,78.11580000000001,96.0076,28.1
138,50,93.7122,78.8683,96.6064,28.2
138,51,94.4108,79.6208,97.305,28.2
138,52,95.2092,80.3733,97.9038,28.2
138,53,96.0076,81.1258,98.5026,28.2
138,54,96.7062,81.8783,99.2012,28.2
138,55,97.5046,82.6308,99.8,28.2
138,56,98.303,83.3833,100.3988,28.3
138,57,99.0016,84.1358,101.0974,28.3
138,58,99.8,84.8883,101.6962,28.3
138,59,100.5984,85.6408,102.295,28.3
138,60,101.297,86.39330000000001,102.8938,28.3
138,61,102.0954,87.14580000000001,103.5924,28.3
138,62,102.8938,87.8983,104.1912,28.4
138,63,103.5924,88.6508,104.79,28.4
138,64,104.3908,89.4033,105.4886,28.4
138,65,105.1892,90.1558,106.0874,28.4
138,66,105.8878,90.9083,106.6862,28.4
138,67,106.6862,91.6608,107.285,28.4
138,68,107.4846,92.41329999999999,107.9836,28.4
138,69,108.1832,93.1658,108.5824,28.5
138,70,108.9816,93.9183,109.1812,28.5
138,71,109.78,94.6708,109.8798,28.5
138,72,110.4786,95.4233,110.4786,28.5
138,73,111.277,96.17580000000001,111.0774,28.5
138,74,112.0754,96.92830000000001,111.6762,28.5
138,75,112.774,97.6808,112.3748,28.6
138,76,113.5724,98.4333,112.9736,28.6
138,77,114.3708,99.1858,113.5724,28.6
138,78,115.0694,99.9383,114.271,28.6
138,79,115.8678,100.6908,114.8698,28.6
138,80,116.6662,101.4433,115.4686,28.6
138,81,117.3648,102.19579999999999,116.0674,28.6
138,82,118.1632,102.9483,116.766,28.7
138,83,118.9616,103.7008,117.3648,28.7
138,84,119.6602,104.4533,117.9636,28.7
138,85,120.4586,105.20580000000001,118.6622,28.7
138,86,121.257,105.9583,119.261,28.7
138,87,121.9556,106.7108,119.8598,28.7
138,88,122.754,107.4633,120.4586,28.8
138,89,123.5524,108.2158,121.1572,28.8
138,90,124.251,108.9683,121.756,28.8
138,91,125.0494,109.7208,122.3548,28.8
138,92,125.8478,110.4733,123.0534,28.8
138,93,126.5464,111.2258,123.6522,28.8
138,94,127.3448,111.9783,124.251,28.9
138,95,128.1432,112.7308,124.8498,28.9
138,96,128.9416,113.4833,125.5484,28.9
138,97,129.6402,114.2358,126.1472,28.9
138,98,130.4386,114.9883,126.746,28.9
138,99,131.1372,115.7408,127.4446,28.9
138,100,131.9356,116.4933,128.0434,28.9
138,101,132.734,117.2458,128.6422,29
138,102,133.5324,117.9983,129.3408,29
138,103,134.231,118.7508,129.9396,29
138,104,135.0294,119.5033,130.5384,29
138,105,135.8278,120.2558,131.1372,29
138,106,136.5264,121.0083,131.8358,29
138,107,137.3248,121.7608,132.4346,29.1
138,108,138.0234,122.5133,133.0334,29.1
138,109,138.8218,123.2658,133.6322,29.1
138,110,139.6202,124.0183,134.3308,29.1
138,111,140.4186,124.7708,134.9296,29.1
138,112,141.1172,125.5233,135.5284,29.1
138,113,141.9156,126.2758,136.227,29.1
138,114,142.714,127.0283,136.8258,29.2
138,115,143.4126,127.7808,137.4246,29.2
138,116,144.211,128.5333,138.0234,29.2
138,117,145.0094,129.2858,138.722,29.2
138,118,145.708,130.0383,139.3208,29.2
138,119,146.5064,130.7908,139.9196,29.3
138,120,147.3048,131.5433,140.6182,29.3
138,121,148.0034,132.29579999999999,141.217,29.3
138,122,148.8018,133.04829999999998,141.8158,29.3
138,123,149.6002,133.80079999999998,142.5144,29.3
138,124,150.2988,134.55329999999998,143.1132,29.3
138,125,151.0972,135.3058,143.712,29.3
138,126,151.8956,136.0583,144.3108,29.4
138,127,152.5942,136.8108,145.0094,29.4
138,128,153.3926,137.5633,145.6082,29.4
138,129,154.191,138.3158,146.207,29.4
138,130,154.8896,139.0683,146.9056,29.4
138,131,155.688,139.8208,147.5044,29.4
138,132,156.4864,140.57330000000002,148.1032,29.4
138,133,157.185,141.32580000000002,148.702,29.5
138,134,157.9834,142.0783,149.4006,29.5
138,135,158.7818,142.8308,149.9994,29.5
138,136,159.4804,143.5833,150.5982,29.5
138,137,160.2788,144.3358,151.2968,29.5
138,138,161.0772,145.0883,151.8956,29.6
138,139,161.7758,145.8408,152.4944,29.6
138,140,162.5742,146.5933,153.0932,29.6
138,141,163.3726,147.3458,153.7918,29.6
138,142,164.0712,148.0983,154.3906,29.6
138,143,164.8696,148.8508,154.9894,29.6
138,144,165.668,149.6033,155.5882,29.6
138,145,166.3666,150.3558,156.2868,29.7
138,146,167.165,151.10829999999999,156.8856,29.7
138,147,167.9634,151.86079999999998,157.4844,29.7
138,148,168.662,152.61329999999998,158.183,29.7
138,149,169.4604,153.36579999999998,158.7818,29.7
138,150,170.2588,154.11829999999998,159.3806,29.7
139,40,85.6284,70.92830000000001,90.2192,28.2
139,41,86.4268,71.6808,90.9178,28.2
139,42,87.2252,72.4333,91.5166,28.2
139,43,87.9238,73.1858,92.1154,28.2
139,44,88.7222,73.9383,92.814,28.2
139,45,89.5206,74.6908,93.4128,28.3
139,46,90.2192,75.4433,94.0116,28.3
139,47,91.0176,76.1958,94.6104,28.3
139,48,91.816,76.9483,95.309,28.3
139,49,92.5146,77.7008,95.9078,28.3
139,50,93.313,78.45330000000001,96.5066,28.3
139,51,94.1114,79.20580000000001,97.1054,28.3
139,52,94.81,79.95830000000001,97.804,28.4
139,53,95.6084,80.7108,98.4028,28.4
139,54,96.4068,81.4633,99.0016,28.4
139,55,97.1054,82.2158,99.7002,28.4
139,56,97.9038,82.9683,100.299,28.4
139,57,98.7022,83.7208,100.8978,28.4
139,58,99.4008,84.4733,101.5964,28.5
139,59,100.1992,85.22579999999999,102.1952,28.5
139,60,100.9976,85.9783,102.794,28.5
139,61,101.796,86.7308,103.3928,28.5
139,62,102.4946,87.4833,104.0914,28.5
139,63,103.293,88.23580000000001,104.6902,28.5
139,64,104.0914,88.98830000000001,105.289,28.6
139,65,104.79,89.74080000000001,105.9876,28.6
139,66,105.5884,90.4933,106.5864,28.6
139,67,106.287,91.2458,107.1852,28.6
139,68,107.0854,91.9983,107.784,28.6
139,69,107.8838,92.7508,108.4826,28.6
139,70,108.5824,93.5033,109.0814,28.6
139,71,109.3808,94.2558,109.6802,28.7
139,72,110.1792,95.00829999999999,110.3788,28.7
139,73,110.9776,95.7608,110.9776,28.7
139,74,111.6762,96.5133,111.5764,28.7
139,75,112.4746,97.2658,112.1752,28.7
139,76,113.273,98.01830000000001,112.8738,28.7
139,77,113.9716,98.77080000000001,113.4726,28.8
139,78,114.77,99.5233,114.0714,28.8
139,79,115.5684,100.2758,114.77,28.8
139,80,116.267,101.0283,115.3688,28.8
139,81,117.0654,101.7808,115.9676,28.8
139,82,117.8638,102.5333,116.5664,28.8
139,83,118.5624,103.2858,117.265,28.9
139,84,119.3608,104.03829999999999,117.8638,28.9
139,85,120.1592,104.7908,118.4626,28.9
139,86,120.8578,105.54329999999999,119.1612,28.9
139,87,121.6562,106.29580000000001,119.76,28.9
139,88,122.4546,107.04830000000001,120.3588,28.9
139,89,123.1532,107.80080000000001,120.9576,28.9
139,90,123.9516,108.55330000000001,121.6562,29
139,91,124.75,109.3058,122.255,29
139,92,125.4486,110.0583,122.8538,29
139,93,126.247,110.8108,123.5524,29
139,94,127.0454,111.5633,124.1512,29
139,95,127.744,112.3158,124.75,29
139,96,128.5424,113.0683,125.3488,29.1
139,97,129.3408,113.82079999999999,126.0474,29.1
139,98,130.0394,114.57329999999999,126.6462,29.1
139,99,130.8378,115.32579999999999,127.245,29.1
139,100,131.6362,116.07830000000001,127.9436,29.1
139,101,132.3348,116.83080000000001,128.5424,29.1
139,102,133.1332,117.58330000000001,129.1412,29.1
139,103,133.9316,118.3358,129.8398,29.2
139,104,134.6302,119.0883,130.4386,29.2
139,105,135.4286,119.8408,131.0374,29.2
139,106,136.227,120.5933,131.6362,29.2
139,107,136.9256,121.3458,132.3348,29.2
139,108,137.724,122.0983,132.9336,29.2
139,109,138.5224,122.85079999999999,133.5324,29.3
139,110,139.221,123.60329999999999,134.1312,29.3
139,111,140.0194,124.35579999999999,134.8298,29.3
139,112,140.8178,125.10830000000001,135.4286,29.3
139,113,141.5164,125.86080000000001,136.0274,29.3
139,114,142.3148,126.61330000000001,136.726,29.3
139,115,143.1132,127.36580000000001,137.3248,29.4
139,116,143.8118,128.1183,137.9236,29.4
139,117,144.6102,128.8708,138.5224,29.4
139,118,145.4086,129.6233,139.221,29.4
139,119,146.1072,130.3758,139.8198,29.4
139,120,146.9056,131.1283,140.4186,29.4
139,121,147.704,131.8808,141.1172,29.4
139,122,148.4026,132.6333,141.716,29.5
139,123,149.201,133.3858,142.3148,29.5
139,124,149.9994,134.1383,143.0134,29.5
139,125,150.7978,134.8908,143.6122,29.5
139,126,151.4964,135.6433,144.211,29.5
139,127,152.2948,136.3958,144.8098,29.5
139,128,152.9934,137.1483,145.5084,29.6
139,129,153.7918,137.9008,146.1072,29.6
139,130,154.5902,138.6533,146.706,29.6
139,131,155.3886,139.4058,147.4046,29.6
139,132,156.0872,140.1583,148.0034,29.6
139,133,156.8856,140.9108,148.6022,29.6
139,134,157.5842,141.6633,149.201,29.6
139,135,158.3826,142.4158,149.8996,29.7
139,136,159.181,143.1683,150.4984,29.7
139,137,159.9794,143.92079999999999,151.0972,29.7
139,138,160.678,144.6733,151.7958,29.7
139,139,161.4764,145.4258,152.3946,29.7
139,140,162.2748,146.1783,152.9934,29.8
139,141,162.9734,146.9308,153.5922,29.8
139,142,163.7718,147.6833,154.2908,29.8
139,143,164.5702,148.4358,154.8896,29.8
139,144,165.2688,149.1883,155.4884,29.8
139,145,166.0672,149.9408,156.0872,29.8
139,146,166.8656,150.6933,156.7858,29.8
139,147,167.5642,151.4458,157.3846,29.9
139,148,168.3626,152.1983,157.9834,29.9
139,149,169.161,152.9508,158.682,29.9
139,150,169.8596,153.70329999999998,159.2808,29.9
140,40,85.329,70.5133,90.1194,28.3
140,41,86.1274,71.26580000000001,90.7182,28.4
140,42,86.826,72.01830000000001,91.4168,28.4
140,43,87.6244,72.77080000000001,92.0156,28.4
140,44,88.323,73.5233,92.6144,28.4
140,45,89.1214,74.2758,93.313,28.4
140,46,89.9198,75.0283,93.9118,28.4
140,47,90.7182,75.7808,94.5106,28.4
140,48,91.4168,76.5333,95.1094,28.5
140,49,92.2152,77.2858,95.808,28.5
140,50,93.0136,78.0383,96.4068,28.5
140,51,93.7122,78.7908,97.0056,28.5
140,52,94.5106,79.5433,97.6044,28.5
140,53,95.309,80.29580000000001,98.303,28.5
140,54,96.0076,81.04830000000001,98.9018,28.6
140,55,96.806,81.80080000000001,99.5006,28.6
140,56,97.6044,82.55330000000001,100.1992,28.6
140,57,98.303,83.3058,100.798,28.6
140,58,99.1014,84.0583,101.3968,28.6
140,59,99.8998,84.8108,102.0954,28.6
140,60,100.5984,85.5633,102.6942,28.6
140,61,101.3968,86.3158,103.293,28.7
140,62,102.1952,87.0683,103.8918,28.7
140,63,102.8938,87.8208,104.5904,28.7
140,64,103.6922,88.5733,105.1892,28.7
140,65,104.4906,89.3258,105.788,28.7
140,66,105.1892,90.07830000000001,106.4866,28.8
140,67,105.9876,90.83080000000001,107.0854,28.8
140,68,106.786,91.58330000000001,107.6842,28.8
140,69,107.4846,92.3358,108.283,28.8
140,70,108.283,93.0883,108.9816,28.8
140,71,109.0814,93.8408,109.5804,28.8
140,72,109.78,94.5933,110.1792,28.8
140,73,110.5784,95.3458,110.8778,28.9
140,74,111.3768,96.0983,111.4766,28.9
140,75,112.0754,96.85079999999999,112.0754,28.9
140,76,112.8738,97.6033,112.6742,28.9
140,77,113.6722,98.3558,113.3728,28.9
140,78,114.3708,99.1083,113.9716,28.9
140,79,115.1692,99.86080000000001,114.5704,28.9
140,80,115.9676,100.61330000000001,115.269,29
140,81,116.6662,101.36580000000001,115.8678,29
140,82,117.4646,102.1183,116.4666,29
140,83,118.263,102.8708,117.0654,29
140,84,118.9616,103.6233,117.764,29
140,85,119.76,104.3758,118.3628,29.1
140,86,120.5584,105.1283,118.9616,29.1
140,87,121.257,105.88080000000001,119.6602,29.1
140,88,122.0554,106.6333,120.259,29.1
140,89,122.8538,107.3858,120.8578,29.1
140,90,123.5524,108.1383,121.4566,29.1
140,91,124.3508,108.8908,122.1552,29.1
140,92,125.1492,109.6433,122.754,29.2
140,93,125.9476,110.39580000000001,123.3528,29.2
140,94,126.6462,111.1483,124.0514,29.2
140,95,127.4446,111.9008,124.6502,29.2
140,96,128.1432,112.6533,125.249,29.2
140,97,128.9416,113.4058,125.9476,29.2
140,98,129.74,114.1583,126.5464,29.3
140,99,130.5384,114.9108,127.1452,29.3
140,100,131.237,115.6633,127.744,29.3
140,101,132.0354,116.4158,128.4426,29.3
140,102,132.8338,117.1683,129.0414,29.3
140,103,133.5324,117.9208,129.6402,29.3
140,104,134.3308,118.6733,130.3388,29.4
140,105,135.0294,119.4258,130.9376,29.4
140,106,135.8278,120.17830000000001,131.5364,29.4
140,107,136.6262,120.9308,132.1352,29.4
140,108,137.4246,121.6833,132.8338,29.4
140,109,138.1232,122.4358,133.4326,29.4
140,110,138.9216,123.1883,134.0314,29.4
140,111,139.72,123.9408,134.6302,29.5
140,112,140.4186,124.69330000000001,135.3288,29.5
140,113,141.217,125.4458,135.9276,29.5
140,114,142.0154,126.1983,136.5264,29.5
140,115,142.714,126.9508,137.225,29.5
140,116,143.5124,127.7033,137.8238,29.5
140,117,144.3108,128.4558,138.4226,29.6
140,118,145.0094,129.2083,139.0214,29.6
140,119,145.8078,129.9608,139.72,29.6
140,120,146.6062,130.7133,140.3188,29.6
140,121,147.3048,131.4658,140.9176,29.6
140,122,148.1032,132.2183,141.6162,29.6
140,123,148.9016,132.9708,142.215,29.6
140,124,149.6002,133.7233,142.8138,29.7
140,125,150.3986,134.4758,143.5124,29.7
140,126,151.197,135.2283,144.1112,29.7
140,127,151.8956,135.9808,144.71,29.7
140,128,152.694,136.73329999999999,145.3088,29.7
140,129,153.4924,137.48579999999998,146.0074,29.7
140,130,154.191,138.23829999999998,146.6062,29.8
140,131,154.9894,138.99079999999998,147.205,29.8
140,132,155.7878,139.7433,147.9036,29.8
140,133,156.4864,140.4958,148.5024,29.8
140,134,157.2848,141.2483,149.1012,29.8
140,135,158.0832,142.0008,149.7,29.8
140,136,158.7818,142.7533,150.3986,29.9
140,137,159.5802,143.5058,150.9974,29.9
140,138,160.3786,144.25830000000002,151.5962,29.9
140,139,161.0772,145.01080000000002,152.2948,29.9
140,140,161.8756,145.76330000000002,152.8936,29.9
140,141,162.674,146.5158,153.4924,29.9
140,142,163.3726,147.2683,154.0912,29.9
140,143,164.171,148.0208,154.7898,30
140,144,164.9694,148.7733,155.3886,30
140,145,165.668,149.5258,155.9874,30
140,146,166.4664,150.2783,156.5862,30
140,147,167.2648,151.0308,157.2848,30
140,148,167.9634,151.7833,157.8836,30
140,149,168.7618,152.5358,158.4824,30.1
140,150,169.5602,153.2883,159.181,30.1
141,40,84.9298,70.0983,90.0196,28.5
141,41,85.7282,70.85079999999999,90.6184,28.5
141,42,86.5266,71.60329999999999,91.2172,28.5
141,43,87.2252,72.35579999999999,91.9158,28.6
141,44,88.0236,73.1083,92.5146,28.6
141,45,88.822,73.8608,93.1134,28.6
141,46,89.5206,74.6133,93.812,28.6
141,47,90.319,75.36580000000001,94.4108,28.6
141,48,91.1174,76.1183,95.0096,28.6
141,49,91.816,76.8708,95.6084,28.6
141,50,92.6144,77.6233,96.307,28.7
141,51,93.4128,78.3758,96.9058,28.7
141,52,94.1114,79.1283,97.5046,28.7
141,53,94.9098,79.8808,98.1034,28.7
141,54,95.7082,80.63329999999999,98.802,28.7
141,55,96.4068,81.38579999999999,99.4008,28.7
141,56,97.2052,82.1383,99.9996,28.8
141,57,98.0036,82.8908,100.6982,28.8
141,58,98.802,83.6433,101.297,28.8
141,59,99.5006,84.3958,101.8958,28.8
141,60,100.299,85.1483,102.5944,28.8
141,61,101.0974,85.9008,103.1932,28.8
141,62,101.796,86.6533,103.792,28.9
141,63,102.5944,87.4058,104.3908,28.9
141,64,103.293,88.1583,105.0894,28.9
141,65,104.0914,88.9108,105.6882,28.9
141,66,104.8898,89.66329999999999,106.287,28.9
141,67,105.5884,90.41579999999999,106.9856,28.9
141,68,106.3868,91.16829999999999,107.5844,28.9
141,69,107.1852,91.9208,108.1832,29
141,70,107.9836,92.6733,108.782,29
141,71,108.6822,93.4258,109.4806,29
141,72,109.4806,94.1783,110.0794,29
141,73,110.279,94.9308,110.6782,29
141,74,110.9776,95.6833,111.3768,29
141,75,111.776,96.4358,111.9756,29.1
141,76,112.5744,97.1883,112.5744,29.1
141,77,113.273,97.9408,113.1732,29.1
141,78,114.0714,98.6933,113.8718,29.1
141,79,114.8698,99.44579999999999,114.4706,29.1
141,80,115.5684,100.19829999999999,115.0694,29.1
141,81,116.3668,100.95079999999999,115.768,29.1
141,82,117.1652,101.7033,116.3668,29.2
141,83,117.8638,102.4558,116.9656,29.2
141,84,118.6622,103.2083,117.5644,29.2
141,85,119.4606,103.9608,118.263,29.2
141,86,120.1592,104.71329999999999,118.8618,29.2
141,87,120.9576,105.4658,119.4606,29.3
141,88,121.756,106.2183,120.1592,29.3
141,89,122.4546,106.9708,120.758,29.3
141,90,123.253,107.7233,121.3568,29.3
141,91,124.0514,108.47579999999999,121.9556,29.3
141,92,124.75,109.22829999999999,122.6542,29.3
141,93,125.5484,109.9808,123.253,29.3
141,94,126.3468,110.7333,123.8518,29.4
141,95,127.0454,111.4858,124.5504,29.4
141,96,127.8438,112.2383,125.1492,29.4
141,97,128.6422,112.9908,125.748,29.4
141,98,129.3408,113.74329999999999,126.4466,29.4
141,99,130.1392,114.49579999999999,127.0454,29.4
141,100,130.9376,115.2483,127.6442,29.4
141,101,131.6362,116.0008,128.243,29.5
141,102,132.4346,116.7533,128.9416,29.5
141,103,133.233,117.5058,129.5404,29.5
141,104,133.9316,118.25829999999999,130.1392,29.5
141,105,134.73,119.01079999999999,130.8378,29.5
141,106,135.5284,119.7633,131.4366,29.6
141,107,136.227,120.5158,132.0354,29.6
141,108,137.0254,121.2683,132.6342,29.6
141,109,137.8238,122.0208,133.3328,29.6
141,110,138.5224,122.77329999999999,133.9316,29.6
141,111,139.3208,123.52579999999999,134.5304,29.6
141,112,140.1192,124.2783,135.1292,29.6
141,113,140.8178,125.0308,135.8278,29.7
141,114,141.6162,125.7833,136.4266,29.7
141,115,142.4146,126.5358,137.0254,29.7
141,116,143.1132,127.28829999999999,137.724,29.7
141,117,143.9116,128.0408,138.3228,29.7
141,118,144.71,128.7933,138.9216,29.7
141,119,145.4086,129.54579999999999,139.5204,29.8
141,120,146.207,130.29829999999998,140.219,29.8
141,121,147.0054,131.05079999999998,140.8178,29.8
141,122,147.8038,131.80329999999998,141.4166,29.8
141,123,148.5024,132.55579999999998,142.1152,29.8
141,124,149.3008,133.30829999999997,142.714,29.8
141,125,149.9994,134.0608,143.3128,29.9
141,126,150.7978,134.8133,144.0114,29.9
141,127,151.5962,135.5658,144.6102,29.9
141,128,152.3946,136.3183,145.209,29.9
141,129,153.0932,137.0708,145.8078,29.9
141,130,153.8916,137.8233,146.5064,29.9
141,131,154.5902,138.5758,147.1052,29.9
141,132,155.3886,139.3283,147.704,30
141,133,156.187,140.0808,148.4026,30
141,134,156.9854,140.8333,149.0014,30
141,135,157.684,141.5858,149.6002,30
141,136,158.4824,142.3383,150.199,30
141,137,159.2808,143.0908,150.8976,30
141,138,159.9794,143.8433,151.4964,30.1
141,139,160.7778,144.5958,152.0952,30.1
141,140,161.5762,145.3483,152.7938,30.1
141,141,162.2748,146.1008,153.3926,30.1
141,142,163.0732,146.8533,153.9914,30.1
141,143,163.8716,147.6058,154.5902,30.1
141,144,164.5702,148.35829999999999,155.2888,30.1
141,145,165.3686,149.11079999999998,155.8876,30.2
141,146,166.167,149.86329999999998,156.4864,30.2
141,147,166.8656,150.61579999999998,157.0852,30.2
141,148,167.664,151.36829999999998,157.7838,30.2
141,149,168.4624,152.12079999999997,158.3826,30.2
141,150,169.161,152.87329999999997,158.9814,30.2
142,40,84.6304,69.6833,89.82,28.7
142,41,85.329,70.4358,90.5186,28.7
142,42,86.1274,71.1883,91.1174,28.7
142,43,86.9258,71.9408,91.7162,28.7
142,44,87.7242,72.6933,92.4148,28.7
142,45,88.4228,73.44579999999999,93.0136,28.8
142,46,89.2212,74.19829999999999,93.6124,28.8
142,47,90.0196,74.9508,94.311,28.8
142,48,90.7182,75.7033,94.9098,28.8
142,49,91.5166,76.4558,95.5086,28.8
142,50,92.315,77.20830000000001,96.1074,28.8
142,51,93.0136,77.9608,96.806,28.9
142,52,93.812,78.7133,97.4048,28.9
142,53,94.6104,79.4658,98.0036,28.9
142,54,95.309,80.2183,98.6024,28.9
142,55,96.1074,80.9708,99.301,28.9
142,56,96.9058,81.7233,99.8998,28.9
142,57,97.6044,82.47579999999999,100.4986,28.9
142,58,98.4028,83.22829999999999,101.1972,29
142,59,99.2012,83.98079999999999,101.796,29
142,60,99.8998,84.7333,102.3948,29
142,61,100.6982,85.4858,103.0934,29
142,62,101.4966,86.2383,103.6922,29
142,63,102.1952,86.99080000000001,104.291,29
142,64,102.9936,87.7433,104.8898,29.1
142,65,103.792,88.4958,105.5884,29.1
142,66,104.4906,89.2483,106.1872,29.1
142,67,105.289,90.0008,106.786,29.1
142,68,106.0874,90.7533,107.4846,29.1
142,69,106.786,91.5058,108.0834,29.1
142,70,107.5844,92.25829999999999,108.6822,29.1
142,71,108.3828,93.01079999999999,109.281,29.2
142,72,109.0814,93.76329999999999,109.9796,29.2
142,73,109.8798,94.5158,110.5784,29.2
142,74,110.6782,95.2683,111.1772,29.2
142,75,111.3768,96.0208,111.8758,29.2
142,76,112.1752,96.7733,112.4746,29.2
142,77,112.9736,97.5258,113.0734,29.3
142,78,113.6722,98.2783,113.6722,29.3
142,79,114.4706,99.0308,114.3708,29.3
142,80,115.269,99.7833,114.9696,29.3
142,81,115.9676,100.5358,115.5684,29.3
142,82,116.766,101.28829999999999,116.267,29.3
142,83,117.5644,102.04079999999999,116.8658,29.4
142,84,118.263,102.79329999999999,117.4646,29.4
